380,0000;17,2217
381,0000;15,0084
382,0000;13,9645
383,0000;15,6927
384,0000;13,2996
385,0000;14,4122
386,0000;13,7968
387,0000;10,5253
388,0000;14,4154
389,0000;14,2330
390,0000;13,6596
391,0000;11,9122
392,0000;14,1663
393,0000;13,7362
394,0000;14,6265
395,0000;12,1518
396,0000;15,3487
397,0000;13,7121
398,0000;13,9651
399,0000;14,8348
400,0000;13,0135
401,0000;15,0332
402,0000;12,3103
403,0000;14,1362
404,0000;15,4549
405,0000;13,7321
406,0000;12,9627
407,0000;12,7196
408,0000;14,3062
409,0000;13,7672
410,0000;13,5119
411,0000;13,2997
412,0000;13,0932
413,0000;14,2521
414,0000;12,7098
415,0000;13,6019
416,0000;12,3512
417,0000;14,2224
418,0000;11,9532
419,0000;13,5762
420,0000;14,7738
421,0000;13,5803
422,0000;13,1412
423,0000;12,9780
424,0000;12,5726
425,0000;12,4759
426,0000;13,3975
427,0000;13,3131
428,0000;13,9419
429,0000;13,2318
430,0000;13,5010
431,0000;14,3990
432,0000;13,7752
433,0000;13,9623
434,0000;13,2661
435,0000;12,8589
436,0000;13,3712
437,0000;13,5210
438,0000;13,3872
439,0000;13,8041
440,0000;13,9695
441,0000;13,9195
442,0000;13,0898
443,0000;13,1578
444,0000;14,0075
445,0000;13,7070
446,0000;14,2609
447,0000;13,8009
448,0000;13,9840
449,0000;13,7882
450,0000;13,3354
451,0000;13,6262
452,0000;14,4879
453,0000;13,9203
454,0000;13,4499
455,0000;13,4670
456,0000;12,9951
457,0000;13,8597
458,0000;14,3239
459,0000;13,5412
460,0000;12,9609
461,0000;13,8264
462,0000;14,0639
463,0000;13,7456
464,0000;13,9192
465,0000;13,8106
466,0000;13,5003
467,0000;13,4465
468,0000;13,5370
469,0000;13,7826
470,0000;13,4436
471,0000;14,7129
472,0000;14,2958
473,0000;13,9003
474,0000;15,0295
475,0000;13,4065
476,0000;14,4073
477,0000;13,9521
478,0000;13,9166
479,0000;14,5628
480,0000;13,3765
481,0000;14,0127
482,0000;13,9582
483,0000;14,6504
484,0000;13,6454
485,0000;14,1474
486,0000;14,0071
487,0000;13,9580
488,0000;13,5992
489,0000;14,2385
490,0000;13,4863
491,0000;13,8154
492,0000;13,8681
493,0000;13,7329
494,0000;13,5016
495,0000;13,9435
496,0000;14,1233
497,0000;13,9348
498,0000;13,1242
499,0000;13,9080
500,0000;13,6869
501,0000;13,1288
502,0000;13,9169
503,0000;13,5361
504,0000;13,7588
505,0000;13,7436
506,0000;13,5241
507,0000;13,6688
508,0000;13,4828
509,0000;13,4688
510,0000;13,8581
511,0000;13,6489
512,0000;13,6788
513,0000;13,6693
514,0000;13,7019
515,0000;13,6395
516,0000;13,5604
517,0000;13,6644
518,0000;13,4564
519,0000;13,4243
520,0000;13,6393
521,0000;13,5882
522,0000;13,5630
523,0000;13,7478
524,0000;13,5331
525,0000;13,6039
526,0000;13,6338
527,0000;13,6739
528,0000;13,5942
529,0000;13,4126
530,0000;13,5662
531,0000;13,4678
532,0000;13,2217
533,0000;13,6563
534,0000;13,5094
535,0000;13,4028
536,0000;13,3115
537,0000;13,2721
538,0000;13,2588
539,0000;13,3082
540,0000;13,5128
541,0000;13,1678
542,0000;13,1671
543,0000;13,1672
544,0000;13,0939
545,0000;12,7964
546,0000;13,1605
547,0000;13,1099
548,0000;13,1110
549,0000;13,3725
550,0000;12,7419
551,0000;13,3166
552,0000;12,9646
553,0000;12,9589
554,0000;12,8624
555,0000;12,8249
556,0000;13,1357
557,0000;12,7671
558,0000;12,9929
559,0000;12,6303
560,0000;12,8876
561,0000;12,8525
562,0000;12,8497
563,0000;12,7192
564,0000;12,6658
565,0000;12,9457
566,0000;12,6162
567,0000;12,8027
568,0000;12,7561
569,0000;12,7060
570,0000;12,6627
571,0000;12,8709
572,0000;12,5988
573,0000;12,7651
574,0000;12,5192
575,0000;12,6337
576,0000;12,6597
577,0000;12,8713
578,0000;12,6026
579,0000;12,6884
580,0000;12,6796
581,0000;12,8131
582,0000;12,6353
583,0000;12,7073
584,0000;12,7482
585,0000;12,6652
586,0000;12,6094
587,0000;12,7662
588,0000;12,8247
589,0000;12,5803
590,0000;12,5674
591,0000;12,7993
592,0000;12,7081
593,0000;12,6703
594,0000;12,7575
595,0000;12,6974
596,0000;12,6196
597,0000;12,7081
598,0000;12,6688
599,0000;12,7034
600,0000;12,8444
601,0000;12,6203
602,0000;12,5610
603,0000;12,6115
604,0000;12,7081
605,0000;12,6571
606,0000;12,6876
607,0000;12,7152
608,0000;12,5706
609,0000;12,6931
610,0000;12,7072
611,0000;12,7534
612,0000;12,5559
613,0000;12,6999
614,0000;12,7231
615,0000;12,7994
616,0000;12,5815
617,0000;12,7504
618,0000;12,6528
619,0000;12,5893
620,0000;12,5925
621,0000;12,7524
622,0000;12,6881
623,0000;12,6462
624,0000;12,5802
625,0000;12,7831
626,0000;12,7159
627,0000;12,6488
628,0000;12,5967
629,0000;12,8036
630,0000;12,4907
631,0000;12,6805
632,0000;12,6161
633,0000;12,8333
634,0000;12,5309
635,0000;12,6360
636,0000;12,6130
637,0000;12,5524
638,0000;12,7159
639,0000;12,7051
640,0000;12,6460
641,0000;12,5841
642,0000;12,5493
643,0000;12,6966
644,0000;12,7023
645,0000;12,6218
646,0000;12,6031
647,0000;12,7178
648,0000;12,5479
649,0000;12,6378
650,0000;12,6256
651,0000;12,7695
652,0000;12,6284
653,0000;12,6599
654,0000;12,6947
655,0000;12,6644
656,0000;12,5965
657,0000;12,5639
658,0000;12,5279
659,0000;12,6252
660,0000;12,6731
661,0000;12,6313
662,0000;12,7116
663,0000;12,6509
664,0000;12,6200
665,0000;12,6874
666,0000;12,6452
667,0000;12,6953
668,0000;12,6796
669,0000;12,6200
670,0000;12,6840
671,0000;12,6560
672,0000;12,6168
673,0000;12,6461
674,0000;12,7366
675,0000;12,6987
676,0000;12,6434
677,0000;12,6679
678,0000;12,7116
679,0000;12,5720
680,0000;12,6788
681,0000;12,7020
682,0000;12,7521
683,0000;12,5934
684,0000;12,7232
685,0000;12,7122
686,0000;12,7937
687,0000;12,6269
688,0000;12,7488
689,0000;12,6969
690,0000;12,6411
691,0000;12,5872
692,0000;12,7185
693,0000;12,6833
694,0000;12,8061
695,0000;12,5752
696,0000;12,7237
697,0000;12,8904
698,0000;12,6156
699,0000;12,7609
700,0000;12,6051
701,0000;12,5024
702,0000;12,8485
703,0000;12,8070
704,0000;12,7063
705,0000;12,6523
706,0000;12,6476
707,0000;12,9112
708,0000;12,5068
709,0000;12,7863
710,0000;12,7965
711,0000;12,7062
712,0000;12,6485
713,0000;12,9090
714,0000;12,6719
715,0000;12,8087
716,0000;12,8377
717,0000;12,7529
718,0000;12,7272
719,0000;12,6592
720,0000;12,8904
721,0000;12,6901
722,0000;12,7531
723,0000;12,8321
724,0000;13,0160
725,0000;12,8814
726,0000;12,6916
727,0000;12,8572
728,0000;12,7330
729,0000;12,7305
730,0000;12,8703
731,0000;12,8243
732,0000;12,7786
733,0000;12,7332
734,0000;12,8551
735,0000;12,8587
736,0000;12,7994
737,0000;12,9545
738,0000;12,9095
739,0000;12,8824
740,0000;12,8658
741,0000;12,8220
742,0000;12,7934
743,0000;12,7796
744,0000;12,7490
745,0000;12,8376
746,0000;12,9427
747,0000;12,7475
748,0000;12,9929
749,0000;12,8811
750,0000;12,6866
751,0000;12,9494
752,0000;12,9055
753,0000;12,8623
754,0000;12,8319
755,0000;12,8639
756,0000;12,8249
757,0000;12,8251
758,0000;12,8487
759,0000;13,1028
760,0000;12,8402
761,0000;13,1543
762,0000;12,8247
763,0000;12,7815
764,0000;13,1606
765,0000;12,8385
766,0000;13,1068
767,0000;13,1220
768,0000;12,8089
769,0000;13,0880
770,0000;13,1211
771,0000;12,8266
772,0000;13,0703
773,0000;13,1597
774,0000;13,1294
775,0000;12,8831
776,0000;13,0928
777,0000;13,1649
778,0000;13,1985
779,0000;12,9566
780,0000;13,1147
781,0000;13,2415
782,0000;13,2236
783,0000;13,0102
784,0000;13,1676
785,0000;13,2747
786,0000;13,2872
787,0000;13,1219
788,0000;13,2084
789,0000;13,3492
790,0000;13,1819
791,0000;13,2365
792,0000;13,2122
793,0000;13,2496
794,0000;13,4430
795,0000;13,2998
796,0000;13,3015
797,0000;13,3366
798,0000;13,2898
799,0000;13,5099
800,0000;13,3995
801,0000;13,3201
802,0000;13,5556
803,0000;13,4494
804,0000;13,3174
805,0000;13,5698
806,0000;13,5509
807,0000;13,5848
808,0000;13,4926
809,0000;13,3076
810,0000;13,5367
811,0000;13,6111
812,0000;13,8176
813,0000;13,5285
814,0000;13,5464
815,0000;13,7865
816,0000;13,5338
817,0000;13,7989
818,0000;13,5257
819,0000;13,8064
820,0000;13,4671
821,0000;13,8035
822,0000;14,0208
823,0000;13,4607
824,0000;13,7558
825,0000;13,9050
826,0000;13,9196
827,0000;13,8157
828,0000;13,8666
829,0000;13,8845
830,0000;13,8071
831,0000;13,9055
832,0000;14,0694
833,0000;13,9199
834,0000;13,9727
835,0000;13,9946
836,0000;13,9351
837,0000;14,0952
838,0000;13,9971
839,0000;14,0168
840,0000;14,0167
841,0000;14,0490
842,0000;14,1238
843,0000;14,0890
844,0000;14,1425
845,0000;14,1203
846,0000;13,9861
847,0000;14,1051
848,0000;14,1136
849,0000;14,0297
850,0000;14,0143
851,0000;14,1077
852,0000;14,1622
853,0000;14,2003
854,0000;14,1953
855,0000;14,0727
856,0000;14,0512
857,0000;14,1388
858,0000;14,1931
859,0000;14,1356
860,0000;14,1659
861,0000;14,2576
862,0000;14,1054
863,0000;14,2124
864,0000;14,2962
865,0000;14,1916
866,0000;14,3512
867,0000;14,2401
868,0000;14,1014
869,0000;14,2373
870,0000;14,2377
871,0000;14,3889
872,0000;14,3448
873,0000;14,2752
874,0000;14,2066
875,0000;14,1802
876,0000;14,3163
877,0000;14,2820
878,0000;14,4173
879,0000;14,3216
880,0000;14,3024
881,0000;14,4188
882,0000;14,3195
883,0000;14,2646
884,0000;14,4220
885,0000;14,3250
886,0000;14,4559
887,0000;14,3589
888,0000;14,2948
889,0000;14,4146
890,0000;14,5414
891,0000;14,4307
892,0000;14,3625
893,0000;14,4399
894,0000;14,3949
895,0000;14,4645
896,0000;14,3992
897,0000;14,4840
898,0000;14,6036
899,0000;14,5536
900,0000;14,5054
901,0000;14,4457
902,0000;14,5312
903,0000;14,4457
904,0000;14,5532
905,0000;14,4765
906,0000;14,5483
907,0000;14,4755
908,0000;14,3646
909,0000;14,6452
910,0000;14,5890
911,0000;14,5026
912,0000;14,5802
913,0000;14,5303
914,0000;14,5783
915,0000;14,6556
916,0000;14,6307
917,0000;14,6765
918,0000;14,6354
919,0000;14,6691
920,0000;14,6142
921,0000;14,6718
922,0000;14,6218
923,0000;14,6627
924,0000;14,7371
925,0000;14,7214
926,0000;14,7468
927,0000;14,7281
928,0000;14,7543
929,0000;14,7369
930,0000;14,7611
931,0000;14,7890
932,0000;14,8161
933,0000;14,7493
934,0000;14,7835
935,0000;14,9070
936,0000;14,8329
937,0000;14,8203
938,0000;14,8174
939,0000;14,8548
940,0000;14,8990
941,0000;14,8430
942,0000;14,9809
943,0000;14,9322
944,0000;14,9315
945,0000;14,9663
946,0000;14,9453
947,0000;14,9769
948,0000;14,9345
949,0000;15,0213
950,0000;15,0727
951,0000;15,0146
952,0000;14,9934
953,0000;15,1183
954,0000;15,0069
955,0000;15,1747
956,0000;15,0786
957,0000;15,1532
958,0000;15,0900
959,0000;15,1904
960,0000;15,2542
961,0000;15,1886
962,0000;15,1544
963,0000;15,2247
964,0000;15,1876
965,0000;15,2667
966,0000;15,3597
967,0000;15,1547
968,0000;15,3986
969,0000;15,3537
970,0000;15,3102
971,0000;15,3836
972,0000;15,3448
973,0000;15,3216
974,0000;15,3904
975,0000;15,5045
976,0000;15,3496
977,0000;15,5192
978,0000;15,4054
979,0000;15,4645
980,0000;15,5786
981,0000;15,5445
982,0000;15,5328
983,0000;15,5920
984,0000;15,5902
985,0000;15,5688
986,0000;15,6357
987,0000;15,6446
988,0000;15,7239
989,0000;15,6259
990,0000;15,6545
991,0000;15,7843
992,0000;15,7211
993,0000;15,7298
994,0000;15,7613
995,0000;15,8478
996,0000;15,7867
997,0000;15,8153
998,0000;15,8522
999,0000;15,8458
1000,0000;15,9316
1001,0000;15,9024
1002,0000;15,9054
1003,0000;15,9674
1004,0000;15,9665
1005,0000;15,9766
1006,0000;15,9866
1007,0000;15,9857
1008,0000;16,0586
1009,0000;16,0900
1010,0000;16,0361
1011,0000;16,0670
1012,0000;16,1498
1013,0000;16,1925
1014,0000;16,1452
1015,0000;16,1662
1016,0000;16,1955
1017,0000;16,2393
1018,0000;16,2832
1019,0000;16,3269
1020,0000;16,3271
1021,0000;16,2762
1022,0000;16,3278
1023,0000;16,3894
1024,0000;16,4029
1025,0000;16,3677
1026,0000;16,4375
1027,0000;16,4744
1028,0000;16,4334
1029,0000;16,4758
1030,0000;16,4490
1031,0000;16,5235
1032,0000;16,5922
1033,0000;16,5424
1034,0000;16,5190
1035,0000;16,6144
1036,0000;16,5861
1037,0000;16,6888
1038,0000;16,6401
1039,0000;16,6152
1040,0000;16,6209
1041,0000;16,7150
1042,0000;16,7230
1043,0000;16,8379
1044,0000;16,6670
1045,0000;16,8233
1046,0000;16,8236
1047,0000;16,8237
1048,0000;16,7967
1049,0000;16,7978
1050,0000;16,9958
1051,0000;16,8090
1052,0000;16,9975
1053,0000;17,0082
1054,0000;16,8724
1055,0000;17,0305
1056,0000;16,9131
1057,0000;17,0946
1058,0000;17,0066
1059,0000;17,0530
1060,0000;17,0954
1061,0000;16,9955
1062,0000;17,1568
1063,0000;17,0532
1064,0000;17,2046
1065,0000;17,1968
1066,0000;17,1642
1067,0000;17,3362
1068,0000;17,3252
1069,0000;17,2883
1070,0000;17,2892
1071,0000;17,2393
1072,0000;17,4009
1073,0000;17,4078
1074,0000;17,3996
1075,0000;17,3817
1076,0000;17,3523
1077,0000;17,4621
1078,0000;17,5195
1079,0000;17,5030
1080,0000;17,4734
1081,0000;17,4427
1082,0000;17,5812
1083,0000;17,6365
1084,0000;17,6094
1085,0000;17,5515
1086,0000;17,5339
1087,0000;17,6573
1088,0000;17,7389
1089,0000;17,6953
1090,0000;17,6439
1091,0000;17,6409
1092,0000;17,7670
1093,0000;17,8325
1094,0000;17,8016
1095,0000;17,7694
1096,0000;17,9077
1097,0000;17,9838
1098,0000;17,7884
1099,0000;17,9493
1100,0000;17,9898
