0,1382
0,13795
0,13769
0,13744
0,13718
0,13693
0,13667
0,13642
0,13616
0,13591
0,13565
0,1354
0,13514
0,13489
0,13463
0,13438
0,13412
0,13387
0,13361
0,13336
0,1331
0,13285
0,13259
0,13234
0,13208
0,13183
0,13157
0,13132
0,13106
0,13081
0,13055
0,1303
0,13004
0,12979
0,12953
0,12928
0,12902
0,12877
0,12851
0,12826
0,128
0,12775
0,12749
0,12724
0,12698
0,12673
0,12647
0,12622
0,12596
0,12571
0,12545
0,1252
0,12379
0,12355
0,12331
0,12307
0,12283
0,1226
0,12237
0,12213
0,1219
0,12167
0,12145
0,12122
0,121
0,12078
0,12055
0,12033
0,12012
0,1199
0,11968
0,11947
0,11926
0,11905
0,11884
0,11863
0,11842
0,11821
0,11801
0,11781
0,1176
0,1174
0,1172
0,11701
0,11681
0,11661
0,11642
0,11622
0,11603
0,11584
0,11565
0,11546
0,11527
0,11508
0,11489
0,11471
0,11452
0,11434
0,11416
0,11397
0,11379
0,11361
0,11343
0,11325
0,11308
0,1129
0,11272
0,11255
0,11237
0,1122
0,11202
0,11185
0,11168
0,11151
0,11134
0,11117
0,111
0,11083
0,11066
0,11049
0,11032
0,11015
0,10999
0,10982
0,10966
0,10949
0,10932
0,10916
0,109
0,10883
0,10867
0,1085
0,10834
0,10818
0,10802
0,10785
0,10769
0,10753
0,10737
0,10721
0,10705
0,10688
0,10672
0,10656
0,1064
0,10624
0,10608
0,10592
0,10576
0,1056
0,10544
0,10527
0,10511
0,10495
0,10479
0,10463
0,10447
0,10431
0,10414
0,10398
0,10382
0,10366
0,10349
0,10333
0,10317
0,103
0,10284
0,10268
0,10251
0,10235
0,10218
0,10201
0,10185
0,10168
0,10151
0,10135
0,10118
0,10101
0,10084
0,10067
0,1005
0,10033
0,10016
0,09998
0,09981
0,09964
0,09946
0,09929
0,09911
0,09893
0,09876
0,09858
0,0984
0,09822
0,09804
0,09786
0,09768
0,09749
0,09731
0,09712
0,09694
0,09675
0,09656
0,09637
0,09618
0,09599
0,0958
0,09561
0,09541
0,09522
0,09502
0,09482
0,09462
0,09442
0,09422
0,09402
0,09381
0,09361
0,0934
0,0932
0,09299
0,09278
0,09256
0,09235
0,09214
0,09192
0,0917
0,09149
0,09127
0,09104
0,09082
0,0906
0,09037
0,09014
0,08991
0,08968
0,08945
0,08922
0,08898
0,08874
0,0885
0,08826
0,08802
0,08778
0,08753
0,08728
0,08703
0,08678
0,08653
0,08627
0,08602
0,08576
0,0855
0,08524
0,08497
0,08471
0,08444
0,08417
0,08389
0,08362
0,08334
0,08306
0,08278
0,0825
0,08222
0,08193
0,08164
0,08135
0,08106
0,08076
0,08046
0,08016
0,07986
0,07956
0,07925
0,07894
0,07863
0,07831
0,078
0,07768
0,07736
0,07704
0,07671
0,07638
0,07605
0,07572
0,07538
0,07504
0,0747
0,07436
0,07401
0,07366
0,07331
0,07296
0,0726
0,07224
0,07188
0,07152
0,07115
0,07078
0,0704
0,07003
0,06965
0,06927
0,06888
0,0685
0,06811
0,06771
0,06732
0,06692
0,06652
0,06611
0,06571
0,0653
0,06488
0,06446
0,06405
0,06362
0,0632
0,06277
0,06234
0,0619
0,06147
0,06103
0,06059
0,06015
0,0597
0,05926
0,05882
0,05837
0,05793
0,05749
0,05705
0,0566
0,05616
0,05573
0,05529
0,05485
0,05442
0,05399
0,05357
0,05314
0,05273
0,05231
0,0519
0,05149
0,05109
0,05069
0,0503
0,04992
0,04954
0,04916
0,04879
0,04843
0,04808
0,04773
0,0474
0,04706
0,04674
0,04643
0,04612
0,04583
0,04554
0,04526
0,045
0,04474
0,04449
0,04426
0,04403
0,04382
0,04362
0,04343
0,04325
0,04309
0,04294
0,0428
0,04267
0,04256
0,04246
0,04238
0,04231
0,04226
0,04222
0,0422
0,04219
0,0422
0,04222
0,04226
0,04232
0,0424
0,04249
0,0426
0,04273
0,04288
0,04304
0,04323
0,04343
0,04365
0,0439
0,04416
0,04444
0,04475
0,04507
0,04542
0,04579
0,04618
0,04659
0,04702
0,04748
0,04796
0,04846
0,04899
0,04954
0,05011
0,05071
0,05133
0,05198
0,05265
0,05335
0,05408
0,05483
0,0556
0,05641
0,05724
0,0581
0,05898
0,0599
0,06084
0,06182
0,06283
0,06389
0,06499
0,06616
0,06738
0,06866
0,07002
0,07145
0,07296
0,07456
0,07625
0,07803
0,07992
0,08191
0,08402
0,08624
0,08859
0,09106
0,09367
0,09641
0,0993
0,10234
0,10553
0,10889
0,1124
0,11609
0,11995
0,124
0,12823
0,13265
0,13726
0,14208
0,1471
0,15234
0,15783
0,16361
0,16972
0,17623
0,18317
0,19059
0,19855
0,20708
0,21623
0,22606
0,23661
0,25693
0,27031
0,2837
0,29708
0,31046
0,32384
0,33723
0,35061
0,36399
0,37738
0,39076
0,40414
0,41752
0,43091
0,44429
0,45767
0,47106
0,48444
0,49782
0,5112
0,52459
0,53797
0,55135
0,56473
0,57812
0,5915
